LoyaltyID,Policy ID,Automobile Lifetime Value,Coverage,Expiry Date,Employment Status,Income,Claim Location Type,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Number of Open Complaints,Number of Policies,Policy Type,Policy Level,Renew Offer Type,Sales Channel,Total Claim Amount,Vehicle Class,Vehicle Size,Premiums Over Claim,Expiry Month Number,Expiry Month,Policy Count
144114,JF16897,"8,776",Basic,04/03/2019,Employed,"28,360",Suburban,73,8,65,0,2,Personal Auto,Personal L3,Offer 1,Branch,863.91,Four-Door Car,Medium,5.49247028,3,Mar,1
919610,LJ35581,"10,026",Premium,26/03/2019,Unemployed,0,Suburban,141,25,27,0,3,Personal Auto,Personal L3,Offer 2,Agent,"1,015.2",SUV,Medium,3.75,3,Mar,1
862032,CA56041,"9,120",Basic,16/03/2019,Employed,"63,878",Urban,113,32,47,0,9,Personal Auto,Personal L3,Offer 3,Call Center,370.29,SUV,Small,14.34281239,3,Mar,1
900611,LC69427,"2,827",Basic,01/03/2019,Employed,"20,368",Suburban,72,30,36,0,1,Corporate Auto,Corporate L3,Offer 4,Branch,345.6,Four-Door Car,Small,7.5,3,Mar,1
786406,WE80653,"6,827",Basic,03/03/2019,Unemployed,0,Rural,103,2,75,2,6,Personal Auto,Personal L3,Offer 1,Agent,2.46,SUV,Medium,"3,140.24390244",3,Mar,1
552140,WG39961,"3,919",Extended,07/03/2019,Employed,"66,676",Suburban,97,0,40,0,1,Personal Auto,Personal L1,Offer 3,Agent,558.1,Four-Door Car,Small,6.95215911,3,Mar,1
706811,VZ81004,"19,260",Premium,20/03/2019,Employed,"35,973",Suburban,159,5,97,0,2,Personal Auto,Personal L2,Offer 1,Call Center,763.2,Sports Car,Large,20.20833333,3,Mar,1
305604,XJ96507,"8,292",Basic,14/03/2019,Employed,"85,132",Urban,106,0,60,5,3,Personal Auto,Personal L2,Offer 1,Web,501.13,SUV,Medium,12.69131762,3,Mar,1
722781,YA14448,"5,996",Extended,25/03/2019,Unemployed,0,Suburban,83,5,59,0,9,Personal Auto,Personal L2,Offer 4,Branch,398.4,Four-Door Car,Medium,12.29166667,3,Mar,1
880849,HD99234,"10,244",Extended,08/03/2019,Unemployed,0,Suburban,94,23,34,0,2,Personal Auto,Personal L1,Offer 3,Agent,451.2,Four-Door Car,Medium,7.08333333,3,Mar,1
669103,BW52697,"5,505",Basic,19/03/2019,Employed,"86,132",Urban,68,30,10,0,3,Personal Auto,Personal L3,Offer 2,Call Center,301.44,Two-Door Car,Medium,2.25583864,3,Mar,1
589372,QU55718,"10,979",Extended,29/03/2019,Employed,"92,914",Suburban,136,24,55,0,8,Personal Auto,Personal L1,Offer 1,Agent,979.2,Sports Car,Large,7.63888889,3,Mar,1
398630,FI86516,"4,786",Basic,18/03/2019,Unemployed,0,Suburban,68,4,67,0,9,Corporate Auto,Corporate L1,Offer 1,Agent,489.6,Four-Door Car,Small,9.30555556,3,Mar,1
299345,TG68823,"5,319",Basic,17/03/2019,Employed,"25,134",Suburban,67,3,0,0,6,Personal Auto,Personal L3,Offer 2,Call Center,321.6,Four-Door Car,Small,0,3,Mar,1
379177,XK99408,"9,178",Basic,24/03/2019,Employed,"29,098",Suburban,115,21,19,0,4,Personal Auto,Personal L1,Offer 3,Web,683.55,SUV,Medium,3.19654744,3,Mar,1
335162,NE85389,"23,904",Basic,27/03/2019,Unemployed,0,Suburban,74,12,72,1,2,Personal Auto,Personal L3,Offer 2,Branch,355.2,Four-Door Car,Medium,15,3,Mar,1
940075,AM26598,"2,913",Basic,24/03/2019,Employed,"89,672",Urban,72,7,92,0,1,Personal Auto,Personal L3,Offer 2,Agent,309.57,Four-Door Car,Medium,21.39742223,3,Mar,1
830503,TU72516,"5,608",Basic,04/03/2019,LTD,"20,392",Suburban,73,23,85,0,9,Personal Auto,Personal L1,Offer 2,Branch,350.4,Four-Door Car,Medium,17.70833333,3,Mar,1
935902,ZR22245,"4,605",Basic,19/03/2019,Medical Leave,"22,571",Suburban,63,29,51,0,9,Personal Auto,Personal L3,Offer 2,Web,302.4,Four-Door Car,Large,10.625,3,Mar,1
705496,HJ62427,"3,522",Extended,13/03/2019,Employed,"90,804",Rural,87,1,95,0,1,Personal Auto,Personal L1,Offer 1,Agent,169.39,Four-Door Car,Medium,48.79272684,3,Mar,1
465950,XC67861,"5,012",Basic,31/03/2019,Employed,"28,859",Suburban,67,24,51,3,4,Corporate Auto,Corporate L2,Offer 1,Call Center,321.6,Two-Door Car,Medium,10.625,3,Mar,1
213579,DG33206,"8,862",Premium,30/03/2019,Employed,"41,854",Urban,110,17,44,0,8,Personal Auto,Personal L3,Offer 1,Agent,481.27,Four-Door Car,Medium,10.05672492,3,Mar,1
658102,FS38926,"9,686",Extended,08/03/2019,Employed,"66,022",Rural,239,17,90,0,1,Personal Auto,Personal L2,Offer 4,Web,538.23,Luxury Car,Medium,39.96432752,3,Mar,1
291346,XS44101,"6,712",Extended,18/03/2019,Employed,"44,891",Rural,83,12,75,0,6,Personal Auto,Personal L3,Offer 3,Call Center,74.8,Four-Door Car,Medium,83.22192513,3,Mar,1
824857,AB21519,"3,861",Extended,10/03/2019,Employed,"93,272",Urban,95,3,54,0,1,Personal Auto,Personal L3,Offer 2,Branch,281.11,Four-Door Car,Medium,18.24908399,3,Mar,1
781565,UL87052,"4,173",Basic,01/03/2019,Unemployed,0,Suburban,117,10,37,0,1,Personal Auto,Personal L3,Offer 1,Agent,842.4,SUV,Medium,5.13888889,3,Mar,1
928294,NP88496,"20,455",Basic,04/03/2019,Unemployed,0,Suburban,67,28,72,0,2,Personal Auto,Personal L3,Offer 3,Agent,482.4,Four-Door Car,Large,10,3,Mar,1
568545,HD82971,"3,136",Extended,15/03/2019,Unemployed,0,Suburban,89,15,83,0,1,Personal Auto,Personal L1,Offer 3,Agent,640.8,Four-Door Car,Medium,11.52777778,3,Mar,1
295355,AW17574,"9,436",Extended,07/03/2019,Unemployed,0,Suburban,129,13,19,0,8,Corporate Auto,Corporate L3,Offer 1,Call Center,628.37,SUV,Large,3.90056814,3,Mar,1
482551,AF49625,"7,189",Extended,30/03/2019,Employed,"75,838",Urban,90,6,64,0,6,Corporate Auto,Corporate L2,Offer 2,Agent,428.91,Two-Door Car,Small,13.42939078,3,Mar,1
425441,OH76118,"2,768",Basic,11/03/2019,Unemployed,0,Rural,72,27,60,0,1,Personal Auto,Personal L2,Offer 1,Web,22.33,Four-Door Car,Medium,193.4617107,3,Mar,1
290208,AP52565,"6,746",Extended,14/03/2019,Employed,"70,328",Urban,84,11,32,0,6,Corporate Auto,Corporate L1,Offer 4,Branch,293.23,Four-Door Car,Medium,9.1668656,3,Mar,1
680485,UG42487,"9,806",Extended,21/03/2019,Unemployed,0,Suburban,87,15,26,0,2,Personal Auto,Personal L3,Offer 1,Agent,626.4,Four-Door Car,Medium,3.61111111,3,Mar,1
974860,JI25066,"4,928",Basic,04/03/2019,Employed,"61,785",Urban,61,31,47,0,5,Personal Auto,Personal L3,Offer 3,Web,271.11,Two-Door Car,Large,10.57504334,3,Mar,1
306288,No59551,"4,905",Extended,14/03/2019,Retired,"12,902",Suburban,139,3,51,0,1,Personal Auto,Personal L3,Offer 1,Agent,667.2,Sports Car,Medium,10.625,3,Mar,1
139694,LU30834,"14,230",Basic,17/03/2019,Employed,"78,046",Suburban,119,22,91,2,2,Personal Auto,Personal L3,Offer 1,Call Center,759.12,SUV,Small,14.26520181,3,Mar,1
928964,NS38229,"5,126",Basic,05/03/2019,Employed,"63,147",Rural,64,1,91,0,4,Personal Auto,Personal L2,Offer 1,Agent,87.57,Four-Door Car,Medium,66.50679456,3,Mar,1
827194,LN34660,"9,463",Basic,12/03/2019,Employed,"69,654",Suburban,118,10,50,0,7,Corporate Auto,Corporate L3,Offer 1,Branch,629.53,SUV,Small,9.37207123,3,Mar,1
585642,XP47431,"5,470",Extended,18/03/2019,Employed,"54,507",Suburban,138,20,11,0,1,Personal Auto,Personal L1,Offer 2,Agent,702.99,SUV,Medium,2.15934793,3,Mar,1
868689,ZU76536,"6,144",Extended,31/03/2019,Employed,"45,032",Rural,77,13,35,0,3,Personal Auto,Personal L2,Offer 2,Agent,36.82,Four-Door Car,Medium,73.19391635,3,Mar,1
345202,JV23769,"2,725",Basic,06/03/2019,Employed,"36,650",Rural,69,2,70,1,1,Personal Auto,Personal L2,Offer 2,Web,56.6,Four-Door Car,Large,85.33568905,3,Mar,1
379717,SS59521,"4,770",Basic,23/03/2019,Unemployed,0,Suburban,68,2,28,1,4,Personal Auto,Personal L3,Offer 3,Agent,326.4,Two-Door Car,Medium,5.83333333,3,Mar,1
738994,DR93103,"17,557",Basic,29/03/2019,Employed,"36,212",Rural,73,25,57,0,2,Personal Auto,Personal L2,Offer 1,Agent,119.03,Two-Door Car,Medium,34.95757372,3,Mar,1
413768,OO79691,"11,829",Basic,20/03/2019,Unemployed,0,Suburban,111,4,8,0,2,Personal Auto,Personal L3,Offer 2,Call Center,"1,018.81",SUV,Medium,0.87160511,3,Mar,1
123760,AL35726,"3,747",Extended,05/03/2019,Employed,"41,479",Rural,94,14,38,1,1,Personal Auto,Personal L2,Offer 2,Call Center,19.58,Two-Door Car,Large,182.43105209,3,Mar,1
753521,PB47955,"8,332",Basic,18/03/2019,Unemployed,0,Suburban,119,3,54,0,3,Personal Auto,Personal L3,Offer 2,Branch,856.8,SUV,Medium,7.5,3,Mar,1
278790,UH76090,"8,818",Extended,25/03/2019,Unemployed,0,Suburban,136,31,75,4,3,Personal Auto,Personal L1,Offer 1,Call Center,"1,237.26",SUV,Medium,8.24402308,3,Mar,1
100659,BR22486,"5,039",Basic,29/03/2019,Employed,"82,940",Suburban,63,12,56,0,3,Personal Auto,Personal L2,Offer 3,Agent,332.85,Four-Door Car,Medium,10.59936909,3,Mar,1
279554,OE75747,"2,190",Basic,28/03/2019,Unemployed,0,Suburban,61,5,46,3,1,Personal Auto,Personal L2,Offer 3,Agent,292.8,Four-Door Car,Small,9.58333333,3,Mar,1
919027,LE65901,"4,435",Basic,14/03/2019,Employed,"58,082",Rural,112,31,66,1,1,Personal Auto,Personal L3,Offer 1,Call Center,103.02,SUV,Medium,71.75305766,3,Mar,1
958041,IA62027,"4,854",Basic,16/03/2019,Unemployed,0,Suburban,65,24,53,0,3,Personal Auto,Personal L3,Offer 1,Web,468,Four-Door Car,Medium,7.36111111,3,Mar,1
601131,AU96286,"3,168",Extended,28/03/2019,Unemployed,0,Suburban,92,20,50,0,1,Corporate Auto,Corporate L1,Offer 4,Web,662.4,Four-Door Car,Medium,6.94444444,3,Mar,1
278940,HJ89045,"10,289",Extended,13/03/2019,Employed,"96,337",Suburban,127,19,12,0,3,Personal Auto,Personal L2,Offer 3,Branch,609.6,SUV,Medium,2.5,3,Mar,1
704621,LJ15849,"3,555",Extended,10/03/2019,Employed,"58,557",Rural,88,4,83,0,1,Personal Auto,Personal L2,Offer 1,Branch,55.51,Four-Door Car,Large,131.57989551,3,Mar,1
169231,YB91420,"7,851",Basic,27/03/2019,Employed,"32,225",Suburban,66,23,90,0,2,Personal Auto,Personal L1,Offer 3,Agent,316.8,Four-Door Car,Medium,18.75,3,Mar,1
807256,LV89056,"3,133",Extended,06/03/2019,Unemployed,0,Suburban,91,7,14,1,1,Personal Auto,Personal L2,Offer 1,Call Center,655.2,Four-Door Car,Medium,1.94444444,3,Mar,1
330316,PD36660,"8,845",Basic,21/03/2019,Employed,"95,850",Urban,109,3,16,0,3,Corporate Auto,Corporate L1,Offer 1,Agent,328.5,Sports Car,Medium,5.30898021,3,Mar,1
444748,OH35544,"5,620",Extended,20/03/2019,Unemployed,0,Suburban,82,14,23,0,6,Corporate Auto,Corporate L2,Offer 3,Agent,863.94,SUV,Medium,2.18302197,3,Mar,1
200321,FD72269,"5,585",Basic,23/03/2019,LTD,"19,724",Suburban,72,20,49,0,4,Personal Auto,Personal L1,Offer 1,Agent,345.6,Four-Door Car,Large,10.20833333,3,Mar,1
253074,QH46481,"7,701",Basic,11/03/2019,Unemployed,0,Suburban,73,18,16,1,2,Corporate Auto,Corporate L1,Offer 1,Branch,792.87,Four-Door Car,Medium,1.47312926,3,Mar,1
315313,ZA37110,"4,699",Extended,03/03/2019,Unemployed,0,Rural,129,14,93,2,1,Personal Auto,Personal L3,Offer 1,Web,291.74,SUV,Medium,41.12223212,3,Mar,1
513272,DA99797,"15,979",Extended,25/03/2019,Employed,"33,871",Suburban,136,2,23,0,2,Personal Auto,Personal L3,Offer 1,Call Center,933.62,SUV,Medium,3.35039952,3,Mar,1
571095,WM19967,"19,885",Basic,03/03/2019,Employed,"63,755",Urban,62,28,40,0,2,Personal Auto,Personal L2,Offer 2,Web,291.86,Two-Door Car,Medium,8.4972247,3,Mar,1
972097,ZJ73220,"13,093",Basic,04/03/2019,Unemployed,0,Suburban,188,35,92,0,7,Special Auto,Special L2,Offer 1,Call Center,"1,353.6",Luxury Car,Medium,12.77777778,3,Mar,1
202769,ZR76229,"3,714",Extended,31/03/2019,Employed,"81,190",Urban,92,9,87,0,1,Corporate Auto,Corporate L3,Offer 2,Web,356.56,Two-Door Car,Small,22.44783487,3,Mar,1
578953,AV25133,"3,096",Extended,01/03/2019,Unemployed,0,Suburban,92,31,24,1,1,Personal Auto,Personal L3,Offer 3,Web,774.89,Two-Door Car,Small,2.84943669,3,Mar,1
651052,HO74982,"5,383",Basic,17/03/2019,Employed,"74,888",Suburban,68,19,36,3,7,Personal Auto,Personal L3,Offer 3,Call Center,335.94,Two-Door Car,Small,7.28701554,3,Mar,1
152901,OU62604,"17,485",Basic,30/03/2019,Employed,"78,362",Suburban,73,16,66,0,2,Personal Auto,Personal L3,Offer 1,Agent,525.6,Four-Door Car,Small,9.16666667,3,Mar,1
385582,XP16538,"4,273",Basic,09/03/2019,Employed,"81,132",Urban,107,19,52,0,1,Corporate Auto,Corporate L2,Offer 2,Agent,419.11,SUV,Small,13.275751,3,Mar,1
576307,EL44544,"13,009",Basic,23/03/2019,Employed,"57,591",Suburban,66,5,74,0,2,Corporate Auto,Corporate L3,Offer 1,Agent,316.8,Four-Door Car,Medium,15.41666667,3,Mar,1
778477,EY13576,"7,374",Basic,23/03/2019,Unemployed,0,Suburban,110,19,87,4,3,Personal Auto,Personal L2,Offer 1,Web,528,SUV,Medium,18.125,3,Mar,1
471204,KW99972,"10,525",Extended,30/03/2019,Employed,"40,332",Urban,132,10,59,2,5,Personal Auto,Personal L3,Offer 1,Branch,463.6,Sports Car,Medium,16.79896462,3,Mar,1
719786,GU42671,"6,107",Extended,05/03/2019,Medical Leave,"16,654",Suburban,79,23,31,0,7,Personal Auto,Personal L3,Offer 1,Branch,379.2,Four-Door Car,Medium,6.45833333,3,Mar,1
793052,PU92298,"7,956",Basic,23/03/2019,Medical Leave,"22,699",Suburban,74,11,76,4,2,Personal Auto,Personal L3,Offer 1,Call Center,355.2,Four-Door Car,Medium,15.83333333,3,Mar,1
566433,UW90223,"2,363",Basic,29/03/2019,Employed,"27,839",Suburban,65,20,54,5,1,Personal Auto,Personal L1,Offer 3,Agent,312,Two-Door Car,Small,11.25,3,Mar,1
842049,YC43143,"7,988",Extended,31/03/2019,Employed,"77,330",Rural,99,0,21,0,3,Personal Auto,Personal L3,Offer 2,Web,99.26,Four-Door Car,Medium,20.94499295,3,Mar,1
617516,HG81101,"2,912",Basic,01/03/2019,Employed,"20,327",Suburban,74,26,44,0,1,Personal Auto,Personal L1,Offer 3,Web,824.25,Four-Door Car,Medium,3.95025781,3,Mar,1
983519,DM59629,"6,412",Extended,20/03/2019,Employed,"47,606",Suburban,81,24,50,0,4,Personal Auto,Personal L3,Offer 3,Agent,388.8,Two-Door Car,Small,10.41666667,3,Mar,1
775170,EB59129,"2,596",Basic,31/03/2019,Employed,"47,234",Rural,65,11,34,0,1,Personal Auto,Personal L2,Offer 1,Agent,15.63,Four-Door Car,Medium,141.39475368,3,Mar,1
602585,IO33050,"5,119",Basic,25/03/2019,Employed,"40,169",Urban,65,1,47,1,3,Personal Auto,Personal L3,Offer 1,Call Center,302.82,Four-Door Car,Medium,10.08850142,3,Mar,1
997653,CA52541,"3,808",Extended,08/03/2019,Employed,"94,903",Suburban,94,3,38,0,1,Corporate Auto,Corporate L2,Offer 2,Agent,451.2,Two-Door Car,Small,7.91666667,3,Mar,1
397868,KN87338,"2,726",Basic,27/03/2019,Employed,"48,039",Rural,68,4,37,0,1,Personal Auto,Personal L2,Offer 4,Branch,11.45,Four-Door Car,Medium,219.73799127,3,Mar,1
773272,IG68709,"3,499",Extended,08/03/2019,Employed,"41,711",Urban,90,3,89,0,1,Personal Auto,Personal L2,Offer 1,Agent,351.29,Four-Door Car,Medium,22.80167383,3,Mar,1
396089,PI47776,"2,531",Basic,16/03/2019,Employed,"89,451",Rural,63,11,2,0,1,Corporate Auto,Corporate L3,Offer 2,Web,61.77,Four-Door Car,Medium,2.03982516,3,Mar,1
606789,VG31922,"6,516",Premium,22/03/2019,Unemployed,0,Suburban,175,12,60,0,1,Personal Auto,Personal L3,Offer 1,Call Center,"1,221.14",SUV,Small,8.59852269,3,Mar,1
606360,SS28002,"5,604",Basic,08/03/2019,Employed,"95,284",Urban,69,6,35,0,4,Personal Auto,Personal L3,Offer 2,Call Center,327.65,Four-Door Car,Medium,7.37066992,3,Mar,1
533619,JP30654,"28,686",Basic,19/03/2019,Employed,"48,412",Suburban,104,15,23,0,2,Personal Auto,Personal L3,Offer 3,Agent,707.43,SUV,Medium,3.38125327,3,Mar,1
464325,AK90865,"8,208",Basic,26/03/2019,Unemployed,0,Suburban,110,16,17,0,5,Special Auto,Special L2,Offer 2,Agent,686.91,Sports Car,Medium,2.72233626,3,Mar,1
775625,EL99335,"2,685",Basic,11/03/2019,Retired,"20,608",Suburban,73,10,24,0,1,Personal Auto,Personal L2,Offer 3,Branch,350.4,Four-Door Car,Small,5,3,Mar,1
584689,YU35148,"4,749",Extended,05/03/2019,Unemployed,0,Suburban,123,33,35,0,1,Personal Auto,Personal L2,Offer 3,Call Center,590.4,SUV,Medium,7.29166667,3,Mar,1
309230,BE33446,"5,015",Extended,10/03/2019,Employed,"48,567",Suburban,130,12,15,0,1,Personal Auto,Personal L1,Offer 2,Agent,624,SUV,Medium,3.125,3,Mar,1
683110,UG93476,"8,002",Basic,04/03/2019,Unemployed,0,Suburban,107,3,65,0,3,Personal Auto,Personal L3,Offer 1,Agent,513.6,SUV,Medium,13.54166667,3,Mar,1
514042,MC85738,"14,635",Extended,01/03/2019,Unemployed,0,Suburban,139,5,56,0,2,Personal Auto,Personal L3,Offer 1,Call Center,667.2,SUV,Medium,11.66666667,3,Mar,1
711856,ED44765,"7,368",Basic,03/03/2019,Employed,"25,318",Suburban,63,4,8,2,2,Personal Auto,Personal L2,Offer 2,Call Center,302.4,Four-Door Car,Small,1.66666667,3,Mar,1
155947,KL14426,"5,080",Extended,11/03/2019,Employed,"83,288",Urban,124,18,70,0,1,Personal Auto,Personal L3,Offer 1,Agent,353.4,SUV,Medium,24.56140351,3,Mar,1
562324,VV47792,"25,807",Extended,11/03/2019,Employed,"71,210",Suburban,214,8,99,1,2,Personal Auto,Personal L3,Offer 1,Branch,"1,027.2",Luxury Car,Small,20.625,3,Mar,1
201055,NI46290,"4,861",Basic,08/03/2019,Employed,"39,429",Rural,62,12,6,0,9,Corporate Auto,Corporate L3,Offer 1,Call Center,102.47,Four-Door Car,Medium,3.63033083,3,Mar,1
232884,VP57785,"4,771",Basic,02/03/2019,Medical Leave,"12,964",Suburban,65,2,37,0,4,Personal Auto,Personal L1,Offer 1,Web,362.77,Two-Door Car,Medium,6.62954489,3,Mar,1
731226,DE55857,"2,465",Basic,07/03/2019,Employed,"64,997",Suburban,63,7,99,1,1,Personal Auto,Personal L3,Offer 2,Agent,383.44,Four-Door Car,Small,16.26590862,3,Mar,1
743384,WV74449,"8,662",Basic,23/03/2019,Unemployed,0,Urban,117,0,65,0,4,Personal Auto,Personal L3,Offer 3,Call Center,511.42,SUV,Medium,14.87036096,3,Mar,1
417694,RT60959,"14,585",Basic,12/03/2019,Unemployed,0,Suburban,194,26,20,0,5,Corporate Auto,Corporate L3,Offer 1,Agent,931.2,Luxury SUV,Medium,4.16666667,3,Mar,1
175066,BP35803,"3,426",Extended,26/03/2019,Employed,"29,194",Urban,89,28,31,0,1,Personal Auto,Personal L3,Offer 2,Agent,424.47,Four-Door Car,Medium,6.49987043,3,Mar,1
589800,TK61994,"6,105",Extended,30/03/2019,LTD,"18,690",Rural,80,10,63,0,5,Personal Auto,Personal L2,Offer 1,Agent,18.19,Four-Door Car,Medium,277.07531611,3,Mar,1
871202,HP68848,"9,166",Premium,10/03/2019,Employed,"53,792",Suburban,115,1,8,1,8,Corporate Auto,Corporate L3,Offer 1,Call Center,552,Four-Door Car,Small,1.66666667,3,Mar,1
891536,YP27180,"27,279",Basic,07/03/2019,Employed,"76,530",Rural,119,35,9,4,2,Personal Auto,Personal L2,Offer 3,Call Center,254.15,SUV,Medium,4.21404682,3,Mar,1
742385,EI58852,"21,205",Extended,01/03/2019,Employed,"24,930",Suburban,76,7,16,0,2,Personal Auto,Personal L3,Offer 1,Branch,364.8,Four-Door Car,Medium,3.33333333,3,Mar,1
352469,CL37990,"6,699",Extended,27/03/2019,Unemployed,0,Suburban,99,21,35,1,4,Corporate Auto,Corporate L1,Offer 1,Call Center,699.68,Four-Door Car,Medium,4.95226389,3,Mar,1
576133,ZK38095,"2,369",Basic,10/03/2019,Unemployed,0,Suburban,68,35,35,0,1,Personal Auto,Personal L2,Offer 1,Call Center,487.35,Four-Door Car,Small,4.88355391,3,Mar,1
218652,TN64240,"7,854",Extended,18/03/2019,Employed,"42,582",Suburban,99,1,57,0,5,Corporate Auto,Corporate L3,Offer 4,Call Center,629.34,Four-Door Car,Small,8.96653637,3,Mar,1
593885,HS97983,"30,648",Premium,30/03/2019,Unemployed,0,Suburban,105,8,29,0,2,Personal Auto,Personal L2,Offer 1,Agent,"1,212.05",Four-Door Car,Small,2.5122726,3,Mar,1
445318,CX99919,"4,131",Basic,09/03/2019,Retired,"28,321",Suburban,111,34,32,0,1,Corporate Auto,Corporate L3,Offer 3,Branch,537.39,SUV,Medium,6.60972478,3,Mar,1
770087,KK27683,"4,014",Basic,03/03/2019,LTD,"15,413",Suburban,106,4,67,0,1,Personal Auto,Personal L1,Offer 2,Branch,508.8,SUV,Large,13.95833333,3,Mar,1
898851,RL65736,"6,274",Extended,23/03/2019,Medical Leave,"13,662",Suburban,85,29,37,0,3,Personal Auto,Personal L1,Offer 1,Agent,408,Four-Door Car,Small,7.70833333,3,Mar,1
642102,OA89218,"11,661",Premium,13/03/2019,Employed,"21,506",Suburban,151,11,42,0,4,Personal Auto,Personal L3,Offer 2,Agent,826.66,Sports Car,Medium,7.67183606,3,Mar,1
526349,VB69838,"41,788",Premium,06/03/2019,Employed,"46,587",Suburban,119,34,74,2,2,Personal Auto,Personal L3,Offer 1,Call Center,571.2,Four-Door Car,Medium,15.41666667,3,Mar,1
213632,HE84643,"2,176",Basic,25/03/2019,Unemployed,0,Suburban,63,5,79,0,1,Personal Auto,Personal L3,Offer 2,Branch,453.6,Four-Door Car,Medium,10.97222222,3,Mar,1
739352,WY57101,"4,014",Extended,30/03/2019,Employed,"37,384",Suburban,99,9,17,0,1,Personal Auto,Personal L3,Offer 2,Agent,475.2,Four-Door Car,Medium,3.54166667,3,Mar,1
968765,TZ19823,"3,265",Extended,11/03/2019,Employed,"25,820",Suburban,82,10,69,0,1,Personal Auto,Personal L3,Offer 1,Agent,393.6,Four-Door Car,Medium,14.375,3,Mar,1
323068,IS12901,"5,968",Basic,05/03/2019,Employed,"90,972",Urban,74,3,47,0,8,Personal Auto,Personal L3,Offer 2,Call Center,232.93,Two-Door Car,Medium,14.93152449,3,Mar,1
705172,EC78254,"8,410",Basic,16/03/2019,Employed,"53,986",Rural,70,22,37,1,2,Corporate Auto,Corporate L3,Offer 1,Branch,127.89,Four-Door Car,Medium,20.25177887,3,Mar,1
974500,KF46546,"5,789",Basic,02/03/2019,Employed,"75,845",Rural,72,2,71,0,6,Personal Auto,Personal L2,Offer 1,Agent,73.85,Four-Door Car,Medium,69.22139472,3,Mar,1
525505,SA40041,"5,750",Basic,01/03/2019,Employed,"22,814",Suburban,73,16,59,0,9,Personal Auto,Personal L3,Offer 2,Agent,360.77,Four-Door Car,Small,11.93835408,3,Mar,1
953208,BH36973,"2,730",Basic,10/03/2019,Employed,"63,401",Urban,68,1,18,0,1,Personal Auto,Personal L1,Offer 2,Agent,202.94,Four-Door Car,Medium,6.03133931,3,Mar,1
328623,RE73564,"11,533",Extended,30/03/2019,Employed,"41,098",Urban,96,3,15,0,2,Personal Auto,Personal L1,Offer 1,Branch,250.06,Two-Door Car,Medium,5.75861793,3,Mar,1
467139,OY38576,"9,277",Basic,02/03/2019,Employed,"71,416",Suburban,116,10,0,0,3,Corporate Auto,Corporate L3,Offer 2,Agent,556.8,SUV,Medium,0,3,Mar,1
556558,KE35335,"3,580",Extended,26/03/2019,Employed,"75,333",Urban,90,15,44,1,1,Personal Auto,Personal L1,Offer 2,Web,289.24,Four-Door Car,Small,13.69105241,3,Mar,1
244955,WW16329,"10,209",Extended,27/03/2019,Employed,"35,482",Suburban,129,21,59,0,3,Corporate Auto,Corporate L1,Offer 1,Branch,619.2,SUV,Medium,12.29166667,3,Mar,1
493369,RI22468,"5,746",Basic,16/03/2019,Employed,"57,740",Urban,74,30,87,3,9,Personal Auto,Personal L1,Offer 3,Web,269.91,Four-Door Car,Medium,23.85239524,3,Mar,1
539766,KB44286,"46,771",Basic,20/03/2019,Employed,"64,403",Rural,198,11,96,0,2,Corporate Auto,Corporate L1,Offer 1,Agent,111.17,Luxury SUV,Small,170.98137987,3,Mar,1
493485,GB35238,"7,580",Basic,10/03/2019,Employed,"33,906",Suburban,64,25,49,0,2,Personal Auto,Personal L2,Offer 1,Branch,401.59,Two-Door Car,Small,7.80895939,3,Mar,1
300623,GR12431,"36,861",Basic,04/03/2019,Employed,"66,216",Rural,103,34,58,0,2,Personal Auto,Personal L2,Offer 2,Web,96.72,Sports Car,Medium,61.76592225,3,Mar,1
765994,MI62456,"2,867",Extended,28/03/2019,Retired,"23,376",Suburban,78,19,18,0,1,Personal Auto,Personal L1,Offer 2,Call Center,374.4,Four-Door Car,Medium,3.75,3,Mar,1
847013,QS36363,"12,656",Premium,06/03/2019,Employed,"26,149",Suburban,157,2,17,0,7,Personal Auto,Personal L3,Offer 4,Web,753.6,SUV,Medium,3.54166667,3,Mar,1
819887,ZR88383,"5,381",Basic,04/03/2019,Employed,"55,350",Suburban,67,0,13,0,9,Personal Auto,Personal L1,Offer 1,Agent,321.6,Four-Door Car,Medium,2.70833333,3,Mar,1
617625,PP36346,"3,709",Extended,15/03/2019,LTD,"23,393",Suburban,95,26,37,0,1,Corporate Auto,Corporate L1,Offer 2,Branch,456,Four-Door Car,Medium,7.70833333,3,Mar,1
365274,CW27031,"13,451",Extended,04/03/2019,Unemployed,0,Suburban,126,7,80,0,2,Corporate Auto,Corporate L2,Offer 1,Agent,907.2,SUV,Medium,11.11111111,3,Mar,1
101962,OA23108,"4,380",Basic,20/03/2019,Employed,"40,896",Urban,109,3,61,0,1,Personal Auto,Personal L3,Offer 1,Branch,319.29,Sports Car,Medium,20.82432898,3,Mar,1
589741,PL33465,"4,376",Premium,05/03/2019,Employed,"63,774",Rural,111,18,63,0,1,Personal Auto,Personal L2,Offer 2,Agent,60.04,Four-Door Car,Medium,116.47235177,3,Mar,1
525264,TJ90326,"13,530",Extended,03/03/2019,Employed,"75,037",Rural,85,5,27,2,2,Personal Auto,Personal L3,Offer 2,Call Center,180.56,Four-Door Car,Small,12.71045636,3,Mar,1
